2358,/home/uchanlee/uchanlee/uchan_dataset/DATA4/The Maze Runner,0,2,1,1,2,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",1,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/The Maze Runner/audio.npy
2359,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Pride and Prejudice and Zombies,1,2,0,1,2,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,2,"[0, 1, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Pride and Prejudice and Zombies/audio.npy
1973,/home/uchanlee/uchanlee/uchan_dataset/DATA4/The Boondock Saints,2,3,3,1,2,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,3,"[0, 1, 0, 1, 1, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/The Boondock Saints/audio.npy
2343,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Closer,2,1,3,1,0,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,3,"[1, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Closer/audio.npy
1958,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Grown Ups,1,1,1,1,0,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Grown Ups/audio.npy
2255,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Supergirl,1,1,1,1,1,The adventures of Superman's cousin in her own superhero career.,1,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Supergirl/audio.npy
1348,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Spotlight,1,1,2,1,2,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Spotlight/audio.npy
1802,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Silicon Valley,1,1,3,2,0,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",2,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Silicon Valley/audio.npy
2460,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Peter Rabbit,0,1,1,0,1,Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,0,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Peter Rabbit/audio.npy
1762,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Dark Phoenix,0,2,2,1,2,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",1,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Dark Phoenix/audio.npy
1395,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Shin Gojira,0,2,0,0,2,Japan is plunged into chaos upon the appearance of a giant monster.,1,"[0, 1, 0, 0, 0, 1, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Shin Gojira/audio.npy
1961,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Wild Child,1,1,2,1,0,A rebellious Malibu princess is shipped off to a strict English boarding school by her father.,1,"[1, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Wild Child/audio.npy
2070,/home/uchanlee/uchanlee/uchan_dataset/DATA4/The Girl on the Train,1,2,2,2,2,"The story follows a recent divorcee who spends her daily commute fantasizing about a seemingly perfect couple who live in a house that her train passes daily, but something shocking happens there one day.",3,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/The Girl on the Train/audio.npy
1589,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Marie Antoinette,2,1,1,2,1,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.",2,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Marie Antoinette/audio.npy
2187,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Identity,0,2,2,0,2,"Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.",2,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Identity/audio.npy
2227,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Wedding Crashers,2,1,2,1,0,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",2,"[1, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Wedding Crashers/audio.npy
1681,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Parker,2,3,3,1,2,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",3,"[0, 1, 0, 1, 1, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Parker/audio.npy
3006,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Edward Scissorhands,1,2,1,1,2,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",1,"[1, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Edward Scissorhands/audio.npy
2369,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Fargo,1,3,2,1,3,"Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.",3,"[0, 0, 0, 1, 1, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Fargo/audio.npy
1555,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Girls,3,1,3,2,1,A comedy about the experiences of a group of girls in their early 20s.,3,"[0, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Girls/audio.npy
2048,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Iron Fist,1,3,1,2,1,A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,3,"[0, 1, 0, 1, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Iron Fist/audio.npy
1480,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Gravity Falls,0,1,1,0,2,"Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",1,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Gravity Falls/audio.npy
2351,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Catch Me If You Can,2,1,2,1,1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",2,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Catch Me If You Can/audio.npy
1472,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Saw,1,3,3,1,3,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",3,"[0, 0, 1, 0, 1, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Saw/audio.npy
1681,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Masters of Sex,3,1,1,1,1,Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.,3,"[1, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Masters of Sex/audio.npy
1374,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Ultimo tango a Parigi,3,2,3,1,2,A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.,3,"[1, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Ultimo tango a Parigi/audio.npy
1374,/home/uchanlee/uchanlee/uchan_dataset/DATA4/One Piece Wan pîsu,1,2,1,2,2,"Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".",1,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/One Piece Wan pîsu/audio.npy
1629,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Hotaru no haka,0,2,1,1,3,A young boy and his little sister struggle to survive in Japan during World War II.,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Hotaru no haka/audio.npy
2407,/home/uchanlee/uchanlee/uchan_dataset/DATA4/The Highwaymen,0,2,1,2,2,The untold true story of the legendary detectives who brought down Bonnie and Clyde.,3,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/The Highwaymen/audio.npy
1635,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Jennifer's Body,1,3,3,2,3,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,3,"[0, 0, 1, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Jennifer's Body/audio.npy
1931,/home/uchanlee/uchanlee/uchan_dataset/DATA4/El Camino A Breaking Bad Movie,0,2,2,2,2,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",2,"[0, 1, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/El Camino A Breaking Bad Movie/audio.npy
2914,/home/uchanlee/uchanlee/uchan_dataset/DATA4/48 Hrs,2,2,3,2,2,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",3,"[0, 1, 0, 1, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/48 Hrs/audio.npy
2025,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Possessor,3,3,2,2,3,Possessor follows an agent who works for a secretive organization that uses brain-implant technology to inhabit other people's bodies - ultimately driving them to commit assassinations for high-paying clients.,2,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Possessor/audio.npy
2173,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Irresistible,0,0,2,1,0,"A Democratic strategist helps a retired veteran run for mayor in a small, conservative Midwest town.",2,"[0, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Irresistible/audio.npy
2523,/home/uchanlee/uchanlee/uchan_dataset/DATA4/I Am Legend,0,2,1,0,2,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",1,"[0, 1, 0, 0, 0, 1, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/I Am Legend/audio.npy
1494,/home/uchanlee/uchanlee/uchan_dataset/DATA4/My Fair Lady,0,0,1,1,0,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,0,"[0, 0, 0, 0, 0, 1, 0, 0, 1]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/My Fair Lady/audio.npy
2358,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Juno,2,1,2,1,0,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding the unborn child.",1,"[0, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Juno/audio.npy
2262,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Gangs of New York,2,3,2,2,2,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",3,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Gangs of New York/audio.npy
2637,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Fast & Furious 7,1,2,2,1,2,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2,"[0, 1, 0, 0, 1, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Fast & Furious 7/audio.npy
3798,/home/uchanlee/uchanlee/uchan_dataset/DATA4/The Amazing Spider-Man,1,2,1,1,2,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",1,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/The Amazing Spider-Man/audio.npy
1733,/home/uchanlee/uchanlee/uchan_dataset/DATA4/A Shaun the Sheep Movie Farmageddon,0,1,0,0,1,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.",0,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/A Shaun the Sheep Movie Farmageddon/audio.npy
2484,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Carlito's Way,2,3,3,3,3,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",3,"[0, 0, 0, 1, 1, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Carlito's Way/audio.npy
2319,/home/uchanlee/uchanlee/uchan_dataset/DATA4/X-Men Apocalypse,1,2,1,1,2,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",1,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/X-Men Apocalypse/audio.npy
1845,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Fifty Shades Darker,3,1,2,1,1,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",3,"[1, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Fifty Shades Darker/audio.npy
2188,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Daredevil,1,3,2,1,3,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",3,"[0, 1, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Daredevil/audio.npy
1834,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Fantastic Mr. Fox,0,1,1,1,1,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,0,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Fantastic Mr. Fox/audio.npy
2318,/home/uchanlee/uchanlee/uchan_dataset/DATA4/John Wick Chapter 3 - Parabellum,0,3,2,1,3,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",3,"[0, 1, 0, 1, 1, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/John Wick Chapter 3 - Parabellum/audio.npy
2522,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Palm Springs,2,1,3,2,0,"Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",2,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Palm Springs/audio.npy
2269,/home/uchanlee/uchanlee/uchan_dataset/DATA4/American Housewife,0,0,1,0,0,"A family comedy narrated by Katie, a strong-willed mother, raising her flawed family in a wealthy town filled with perfect wives and their perfect offspring.",2,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/American Housewife/audio.npy
2182,/home/uchanlee/uchanlee/uchan_dataset/DATA4/A Knight's Tale,1,1,1,1,1,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",1,"[1, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/A Knight's Tale/audio.npy
2088,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Phantom Thread,1,0,2,1,1,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",2,"[1, 0, 0, 0, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Phantom Thread/audio.npy
2281,/home/uchanlee/uchanlee/uchan_dataset/DATA4/La migliore offerta,2,1,1,1,1,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,2,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/La migliore offerta/audio.npy
2902,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Taxi Driver,2,3,3,2,3,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",3,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Taxi Driver/audio.npy
2364,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Enola Holmes,0,1,0,1,1,"When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.",1,"[0, 1, 0, 1, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Enola Holmes/audio.npy
2465,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Over the Moon,0,0,0,0,1,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",0,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Over the Moon/audio.npy
2814,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Zeroville,2,1,3,2,2,"A young ex-communicated seminarian, Ike ""Vikar"" Jerome, arrives in Los Angeles on the same August day in 1969 that a crazed hippie ''family'' led by Charles Manson commits five savage murders.",2,"[0, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Zeroville/audio.npy
2215,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Empire Records,2,1,1,2,1,Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.,2,"[0, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Empire Records/audio.npy
2278,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Interstellar,0,1,1,0,2,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,1,"[0, 0, 0, 0, 0, 1, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Interstellar/audio.npy
2314,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Sideways,2,1,3,2,0,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",3,"[1, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Sideways/audio.npy
1636,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Srpski film,3,3,3,3,3,"An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.",3,"[0, 0, 1, 0, 1, 0, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Srpski film/audio.npy
2421,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Boyz n the Hood,2,2,3,2,3,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",3,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Boyz n the Hood/audio.npy
2518,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Groundhog Day,1,1,1,1,0,A weatherman finds himself inexplicably living the same day over and over again.,2,"[1, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Groundhog Day/audio.npy
2309,/home/uchanlee/uchanlee/uchan_dataset/DATA4/The Informer,0,3,3,2,2,An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,3,"[0, 1, 0, 1, 0, 1, 0, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/The Informer/audio.npy
1467,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Back to School,2,1,2,1,0,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself.",1,"[1, 0, 0, 0, 0, 0, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Back to School/audio.npy
1346,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Doc Martin,1,1,1,1,1,"The trials and tribulations of Dr. Martin Ellingham (Martin Clunes), a socially challenged doctor who moves from London to the picturesque village of Port Wenn in Cornwall.",1,"[1, 0, 0, 0, 0, 1, 1, 0, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Doc Martin/audio.npy
2233,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Sing,0,1,0,1,1,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",0,"[0, 0, 0, 0, 0, 0, 1, 0, 1]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Sing/audio.npy
1334,/home/uchanlee/uchanlee/uchan_dataset/DATA4/Captain America Civil War,0,2,1,1,2,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,1,"[0, 1, 0, 0, 0, 0, 0, 1, 0]",/home/uchanlee/uchanlee/uchan_dataset/AUDIO_IMAGES/Captain America Civil War/audio.npy
